num_floor,unit_per_floor,price,age,statuse,view,doc_status,north,sought,west,east,floor,area,num_sleep,tel,kitch,service,floor_covering,open,parking,warehouse,balcony,equipment,address_encoded,room_to_area
4.0,3,115000000.0,18.0,6,22.0,10.0,1.0,0.0,0.0,0.0,1.0,104.0,2.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,16,105751044.75779854,0.019230769230769232
4.0,4,83333333.33333333,18.0,6,22.0,10.0,0.0,1.0,0.0,0.0,2.0,72.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,0.0,16,66641655.6314843,0.027777777777777776
4.0,3,88235294.11764705,18.0,6,22.0,10.0,1.0,0.0,0.0,0.0,1.0,68.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,1.0,16,90252304.54654068,0.029411764705882353
4.0,2,122033898.30508475,19.0,8,22.0,10.0,0.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,11,105751044.75779854,0.01694915254237288
4.0,2,96341463.41463415,16.0,6,22.0,10.0,0.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,0.0,5.0,10.0,1.0,1.0,1.0,0.0,6,90276736.79716071,0.024390243902439025
4.0,3,91463414.63414635,23.0,6,27.0,10.0,0.0,1.0,0.0,0.0,4.0,82.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,1.0,15,105751044.75779854,0.024390243902439025
5.0,3,110000000.0,0.0,8,22.0,10.0,0.0,1.0,0.0,0.0,2.0,115.0,3.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,18,66641655.6314843,0.02608695652173913
5.0,2,87619047.61904761,27.0,6,22.0,10.0,1.0,0.0,0.0,0.0,5.0,105.0,2.0,1.0,50.0,15.0,10.0,0.0,1.0,0.0,1.0,16,105751044.75779854,0.01904761904761905
6.0,4,110000000.0,24.0,6,22.0,10.0,1.0,0.0,0.0,0.0,4.0,41.0,1.0,0.0,50.0,5.0,10.0,1.0,0.0,0.0,0.0,13,105751044.75779854,0.024390243902439025
4.0,1,99358974.35897435,17.0,6,27.0,10.0,1.0,0.0,0.0,0.0,1.0,78.0,2.0,1.0,50.0,15.0,15.0,1.0,1.0,1.0,0.0,22,105751044.75779854,0.02564102564102564
5.0,2,140000000.0,9.0,6,22.0,10.0,1.0,0.0,0.0,0.0,4.0,88.0,2.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,16,108847442.52098835,0.022727272727272728
5.0,4,81967213.1147541,10.0,8,22.0,10.0,1.0,0.0,0.0,0.0,2.0,61.0,1.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,0.0,16,90252304.54654068,0.01639344262295082
3.0,2,104761904.76190476,27.0,8,22.0,10.0,1.0,0.0,0.0,0.0,2.0,105.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,0.0,3,106024331.41528513,0.01904761904761905
4.0,1,70000000.0,23.0,8,22.0,10.0,1.0,0.0,0.0,0.0,4.0,67.0,2.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,1.0,5,105751044.75779854,0.029850746268656716
9.0,5,140000000.0,0.0,8,22.0,10.0,1.0,0.0,0.0,0.0,3.0,147.0,3.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,13,138137584.84661886,0.02040816326530612
12.0,8,94897959.18367347,8.0,6,21.0,7.0,1.0,0.0,0.0,0.0,8.0,98.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,17,103064918.83949274,0.02040816326530612
10.0,7,140000000.0,0.0,6,10.0,10.0,1.0,0.0,1.0,0.0,10.0,150.0,3.0,1.0,0.0,15.0,10.0,1.0,1.0,1.0,1.0,13,138137584.84661886,0.02
5.0,1,134444444.44444445,0.0,6,22.0,10.0,1.0,0.0,0.0,0.0,3.0,150.0,4.0,2.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,16,105751044.75779854,0.02666666666666667
5.0,2,140000000.0,5.0,6,22.0,10.0,0.0,1.0,0.0,0.0,3.0,86.0,2.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,0.0,16,116881752.16590452,0.023255813953488372
4.0,3,72000000.0,12.0,6,22.0,10.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,1.0,50.0,15.0,10.0,0.0,1.0,1.0,0.0,11,79625558.00754656,0.02
5.0,2,130434782.60869566,13.0,8,22.0,10.0,1.0,0.0,0.0,0.0,3.0,115.0,2.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,0.0,16,138137584.84661886,0.017391304347826087
4.0,1,85555555.55555555,14.0,6,22.0,10.0,1.0,0.0,0.0,0.0,3.0,90.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,10,88398213.3443459,0.022222222222222223
5.0,6,79646017.69911504,19.0,6,22.0,10.0,0.0,1.0,0.0,0.0,3.0,113.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,16,90369267.07558326,0.017699115044247787
4.0,2,62162162.16216216,24.0,6,22.0,10.0,0.0,1.0,0.0,0.0,4.0,74.0,2.0,1.0,50.0,5.0,10.0,1.0,0.0,0.0,0.0,3,79625558.00754656,0.02702702702702703
5.0,2,140000000.0,0.0,6,22.0,10.0,1.0,0.0,0.0,0.0,3.0,127.0,3.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,19,105751044.75779854,0.023622047244094488
6.0,5,140000000.0,3.0,8,22.0,10.0,0.0,1.0,0.0,0.0,4.0,106.0,2.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,21,121218915.77181348,0.018867924528301886
5.0,1,140000000.0,13.0,6,22.0,10.0,0.0,1.0,0.0,0.0,2.0,147.0,3.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,55,105751044.75779854,0.02040816326530612
16.0,8,127551020.40816326,20.0,6,21.0,7.0,1.0,0.0,0.0,0.0,15.0,98.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,15,105751044.75779854,0.02040816326530612
5.0,2,140000000.0,0.0,8,22.0,10.0,0.0,1.0,0.0,0.0,2.0,150.0,3.0,1.0,60.0,15.0,8.0,0.0,1.0,1.0,1.0,16,132285783.98395123,0.02
4.0,1,90090090.0900901,13.0,8,22.0,10.0,0.0,1.0,0.0,0.0,2.0,111.0,2.0,1.0,50.0,5.0,8.0,1.0,0.0,1.0,1.0,21,88768761.55307986,0.018018018018018018
5.0,1,127500000.0,10.0,8,22.0,10.0,0.0,1.0,0.0,0.0,3.0,80.0,2.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,0.0,16,130949091.36171271,0.025
4.0,4,80882352.94117647,20.0,8,22.0,10.0,0.0,1.0,0.0,0.0,2.0,68.0,1.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,0.0,6,90252304.54654068,0.014705882352941176
4.0,2,129310344.8275862,30.0,6,22.0,10.0,1.0,0.0,0.0,0.0,2.0,116.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,6,105751044.75779854,0.017241379310344827
7.0,12,75000000.0,6.0,6,22.0,10.0,0.0,1.0,0.0,0.0,2.0,100.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,18,66641655.6314843,0.02
5.0,2,120000000.0,2.0,8,22.0,10.0,0.0,1.0,0.0,0.0,5.0,120.0,3.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,16,105751044.75779854,0.025
4.0,3,112244897.95918368,28.0,6,10.0,10.0,1.0,0.0,0.0,0.0,4.0,98.0,2.0,1.0,50.0,15.0,15.0,1.0,1.0,1.0,1.0,3,106024331.41528513,0.02040816326530612
5.0,3,95000000.0,8.0,6,22.0,10.0,1.0,0.0,0.0,0.0,4.0,62.0,1.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,18,79625558.00754656,0.016129032258064516
4.0,2,68750000.0,17.0,6,22.0,10.0,0.0,0.0,1.0,0.0,2.0,80.0,2.0,1.0,50.0,10.0,10.0,1.0,0.0,1.0,1.0,6,79625558.00754656,0.025
3.0,1,60000000.0,19.0,6,10.0,3.0,0.0,1.0,0.0,0.0,1.0,90.0,2.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,3,108955839.42167248,0.022222222222222223
5.0,2,140000000.0,0.0,8,22.0,10.0,1.0,0.0,0.0,0.0,4.0,115.0,2.0,1.0,60.0,15.0,10.0,1.0,1.0,1.0,1.0,18,130949091.36171271,0.017391304347826087
4.0,2,68253968.25396825,15.0,6,27.0,10.0,0.0,1.0,0.0,0.0,2.0,63.0,1.0,1.0,50.0,15.0,10.0,1.0,0.0,1.0,1.0,7,79625558.00754656,0.015873015873015872
5.0,4,99000000.0,7.0,8,22.0,10.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,60.0,5.0,0.0,1.0,1.0,1.0,1.0,16,90369267.07558326,0.02
5.0,1,115000000.0,22.0,8,22.0,10.0,0.0,1.0,0.0,0.0,5.0,150.0,4.0,1.0,50.0,15.0,15.0,1.0,1.0,1.0,0.0,18,105751044.75779854,0.02666666666666667
2.0,2,74358974.35897435,30.0,8,22.0,10.0,1.0,0.0,0.0,0.0,1.0,78.0,2.0,1.0,50.0,10.0,10.0,1.0,0.0,1.0,0.0,3,105751044.75779854,0.02564102564102564
5.0,1,126666666.66666667,1.0,6,22.0,10.0,1.0,0.0,0.0,0.0,4.0,150.0,3.0,1.0,50.0,10.0,10.0,1.0,1.0,1.0,1.0,13,105751044.75779854,0.02
3.0,1,45000000.0,20.0,6,22.0,10.0,1.0,0.0,0.0,0.0,3.0,86.0,2.0,0.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,11,66641655.6314843,0.023255813953488372
17.0,8,128205128.20512821,1.0,8,21.0,7.0,1.0,0.0,0.0,0.0,1.0,78.0,2.0,0.0,0.0,15.0,10.0,0.0,1.0,1.0,1.0,23,103064918.83949274,0.02564102564102564
4.0,1,56578947.368421055,21.0,6,22.0,10.0,0.0,1.0,0.0,0.0,4.0,76.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,1.0,3,66641655.6314843,0.02631578947368421
4.0,1,97590361.44578314,3.0,8,22.0,10.0,1.0,0.0,0.0,0.0,4.0,83.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,21,66641655.6314843,0.024096385542168676
4.0,4,61200000.0,2.0,6,22.0,3.0,0.0,1.0,0.0,0.0,1.0,60.0,1.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,1.0,17,66641655.6314843,0.016666666666666666
2.0,1,140000000.0,30.0,8,22.0,10.0,1.0,0.0,0.0,0.0,1.0,150.0,3.0,1.0,50.0,15.0,10.0,1.0,1.0,0.0,0.0,3,132285783.98395123,0.02
5.0,2,140000000.0,8.0,8,22.0,10.0,1.0,0.0,0.0,0.0,2.0,110.0,3.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,0.0,13,138137584.84661886,0.02727272727272727
5.0,4,115740740.74074075,7.0,8,22.0,10.0,1.0,0.0,0.0,0.0,5.0,108.0,3.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,0.0,21,121218915.77181348,0.027777777777777776
4.0,1,26666666.666666668,14.0,8,22.0,3.0,1.0,0.0,0.0,0.0,3.0,60.0,1.0,0.0,5.0,5.0,10.0,1.0,0.0,1.0,0.0,3,45170175.37193248,0.016666666666666666
5.0,2,104477611.94029851,9.0,8,22.0,10.0,1.0,0.0,0.0,0.0,5.0,67.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,16,108847442.52098835,0.029850746268656716
3.0,1,29090909.09090909,16.0,8,22.0,3.0,0.0,1.0,0.0,0.0,2.0,55.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,13,45170175.37193248,0.01818181818181818
4.0,2,94736842.10526316,20.0,8,22.0,10.0,1.0,1.0,0.0,0.0,4.0,57.0,1.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,6,105751044.75779854,0.017543859649122806
4.0,1,40000000.0,0.0,6,22.0,3.0,0.0,1.0,0.0,0.0,4.0,60.0,1.0,0.0,50.0,5.0,10.0,0.0,0.0,1.0,0.0,3,79625558.00754656,0.016666666666666666
5.0,2,120000000.0,0.0,8,22.0,10.0,1.0,0.0,0.0,0.0,4.0,105.0,2.0,1.0,60.0,15.0,8.0,1.0,1.0,1.0,1.0,21,105751044.75779854,0.01904761904761905
6.0,4,82075471.6981132,18.0,6,21.0,10.0,0.0,1.0,0.0,0.0,3.0,106.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,16,105751044.75779854,0.018867924528301886
5.0,4,111475409.83606558,3.0,6,22.0,10.0,1.0,0.0,0.0,0.0,2.0,61.0,1.0,1.0,50.0,15.0,10.0,0.0,1.0,1.0,0.0,18,90276736.79716071,0.01639344262295082
5.0,2,117346938.7755102,8.0,6,22.0,10.0,0.0,0.0,1.0,0.0,3.0,98.0,2.0,1.0,50.0,5.0,10.0,0.0,1.0,1.0,0.0,18,105751044.75779854,0.02040816326530612
4.0,1,140000000.0,10.0,8,22.0,10.0,1.0,0.0,0.0,0.0,2.0,50.0,1.0,1.0,50.0,15.0,20.0,1.0,0.0,1.0,1.0,21,105934525.36925614,0.02
4.0,1,140000000.0,28.0,8,22.0,10.0,1.0,0.0,0.0,0.0,3.0,72.0,2.0,1.0,50.0,5.0,15.0,1.0,0.0,0.0,0.0,3,138137584.84661886,0.027777777777777776
5.0,4,140000000.0,9.0,6,22.0,10.0,0.0,1.0,0.0,0.0,2.0,78.0,2.0,1.0,60.0,15.0,,1.0,1.0,1.0,1.0,14,121218915.77181348,0.02564102564102564
4.0,2,84931506.84931506,13.0,6,22.0,10.0,1.0,0.0,0.0,0.0,2.0,73.0,2.0,1.0,50.0,5.0,8.0,1.0,0.0,1.0,1.0,16,66641655.6314843,0.0273972602739726
4.0,1,125984251.96850394,14.0,6,22.0,10.0,0.0,1.0,0.0,0.0,4.0,127.0,3.0,1.0,50.0,15.0,15.0,1.0,1.0,1.0,1.0,21,105751044.75779854,0.023622047244094488
4.0,1,72727272.72727273,10.0,8,22.0,10.0,0.0,1.0,0.0,0.0,4.0,55.0,1.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,0.0,21,66641655.6314843,0.01818181818181818
5.0,2,104761904.76190476,14.0,8,22.0,10.0,0.0,1.0,0.0,0.0,3.0,105.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,0.0,16,105751044.75779854,0.01904761904761905
5.0,2,140000000.0,17.0,8,27.0,10.0,1.0,0.0,0.0,0.0,4.0,114.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,21,132285783.98395123,0.017543859649122806
4.0,2,89830508.47457626,20.0,6,22.0,10.0,0.0,1.0,0.0,0.0,3.0,59.0,1.0,1.0,50.0,5.0,15.0,1.0,0.0,1.0,0.0,6,108847442.52098835,0.01694915254237288
4.0,1,72000000.0,20.0,8,22.0,6.0,0.0,1.0,0.0,0.0,3.0,100.0,2.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,1.0,5,108955839.42167248,0.02
4.0,1,35000000.0,3.0,6,22.0,3.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,3,66641655.6314843,0.02
2.0,1,64285714.28571428,18.0,8,22.0,3.0,0.0,1.0,0.0,0.0,1.0,70.0,1.0,1.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,3,45170175.37193248,0.014285714285714285
20.0,4,90000000.0,4.0,8,10.0,7.0,1.0,0.0,0.0,0.0,6.0,100.0,2.0,0.0,60.0,15.0,10.0,1.0,1.0,1.0,1.0,11,103064918.83949274,0.02
4.0,2,80000000.0,16.0,6,22.0,10.0,1.0,0.0,0.0,0.0,2.0,76.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,0.0,6,90276736.79716071,0.02631578947368421
5.0,3,115384615.38461539,10.0,8,22.0,10.0,1.0,0.0,0.0,0.0,2.0,52.0,1.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,0.0,16,108955839.42167248,0.019230769230769232
5.0,2,82000000.0,20.0,6,22.0,10.0,0.0,1.0,0.0,0.0,5.0,50.0,1.0,1.0,60.0,5.0,10.0,0.0,0.0,1.0,1.0,13,79625558.00754656,0.02
3.0,1,42222222.222222224,18.0,8,22.0,3.0,1.0,0.0,0.0,0.0,3.0,45.0,1.0,1.0,5.0,5.0,10.0,1.0,0.0,1.0,1.0,3,45170175.37193248,0.022222222222222223
4.0,1,32000000.0,6.0,6,22.0,3.0,0.0,0.0,1.0,0.0,3.0,75.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,3,45170175.37193248,0.013333333333333334
6.0,1,140000000.0,3.0,8,22.0,10.0,0.0,1.0,0.0,0.0,6.0,150.0,3.0,2.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,16,105751044.75779854,0.02
4.0,2,69333333.33333333,19.0,6,22.0,10.0,0.0,1.0,0.0,0.0,4.0,75.0,2.0,1.0,0.0,15.0,15.0,1.0,1.0,1.0,0.0,3,79625558.00754656,0.02666666666666667
5.0,3,104368932.03883494,20.0,6,22.0,10.0,0.0,1.0,0.0,0.0,1.0,103.0,2.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,17,105751044.75779854,0.019417475728155338
4.0,2,52307692.307692304,5.0,6,22.0,3.0,0.0,1.0,0.0,0.0,1.0,65.0,1.0,1.0,60.0,5.0,10.0,1.0,0.0,1.0,0.0,13,66641655.6314843,0.015384615384615385
5.0,2,100000000.0,16.0,6,22.0,10.0,1.0,0.0,0.0,0.0,5.0,65.0,2.0,0.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,15,79625558.00754656,0.03076923076923077
4.0,3,64285714.28571428,25.0,6,22.0,10.0,0.0,1.0,0.0,0.0,4.0,70.0,2.0,1.0,50.0,15.0,10.0,1.0,0.0,1.0,1.0,6,66641655.6314843,0.02857142857142857
5.0,1,120000000.0,7.0,6,22.0,10.0,1.0,0.0,0.0,0.0,4.0,150.0,3.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,18,105751044.75779854,0.02
3.0,1,60000000.0,30.0,6,22.0,3.0,1.0,0.0,0.0,0.0,3.0,75.0,1.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,1.0,6,108955839.42167248,0.013333333333333334
5.0,4,100000000.0,11.0,8,22.0,10.0,0.0,1.0,0.0,0.0,1.0,77.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,0.0,21,90252304.54654068,0.025974025974025976
4.0,1,69222222.22222222,22.0,8,22.0,10.0,0.0,1.0,0.0,0.0,2.0,90.0,2.0,1.0,50.0,5.0,15.0,1.0,0.0,1.0,0.0,7,79625558.00754656,0.022222222222222223
5.0,3,124193548.38709678,14.0,8,22.0,10.0,1.0,0.0,0.0,0.0,5.0,62.0,1.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,1.0,16,121218915.77181348,0.016129032258064516
4.0,2,80000000.0,29.0,8,10.0,7.0,1.0,0.0,0.0,0.0,2.0,125.0,3.0,1.0,60.0,15.0,8.0,1.0,1.0,1.0,0.0,18,90369267.07558326,0.024
5.0,2,109836065.5737705,0.0,8,22.0,10.0,0.0,1.0,0.0,0.0,5.0,61.0,1.0,1.0,50.0,5.0,8.0,1.0,0.0,0.0,1.0,21,79625558.00754656,0.01639344262295082
5.0,4,72463768.11594203,12.0,6,22.0,10.0,0.0,1.0,0.0,0.0,1.0,69.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,16,66641655.6314843,0.014492753623188406
4.0,1,50000000.0,20.0,6,22.0,3.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,3,66641655.6314843,0.02
3.0,2,61818181.81818182,23.0,8,22.0,10.0,0.0,1.0,0.0,0.0,3.0,55.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,8,66641655.6314843,0.01818181818181818
5.0,3,32777777.777777776,15.0,6,22.0,3.0,0.0,1.0,0.0,0.0,3.0,90.0,2.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,1.0,3,45170175.37193248,0.022222222222222223
4.0,2,73809523.8095238,30.0,8,22.0,10.0,0.0,1.0,0.0,0.0,4.0,63.0,2.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,6,105751044.75779854,0.031746031746031744
4.0,2,72580645.16129032,21.0,6,22.0,10.0,0.0,1.0,0.0,0.0,3.0,62.0,2.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,6,90276736.79716071,0.03225806451612903
5.0,1,108333333.33333333,8.0,6,22.0,10.0,1.0,0.0,0.0,0.0,2.0,60.0,1.0,1.0,50.0,5.0,8.0,1.0,1.0,1.0,0.0,15,79625558.00754656,0.016666666666666666
4.0,2,97872340.42553191,12.0,8,22.0,10.0,1.0,0.0,0.0,0.0,1.0,47.0,1.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,0.0,16,108955839.42167248,0.02127659574468085
5.0,2,106796116.50485437,12.0,8,22.0,10.0,0.0,1.0,0.0,0.0,5.0,103.0,2.0,1.0,50.0,15.0,15.0,1.0,1.0,1.0,1.0,21,105751044.75779854,0.019417475728155338
5.0,2,98837209.30232558,8.0,6,22.0,10.0,1.0,0.0,0.0,0.0,4.0,86.0,2.0,1.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,18,105751044.75779854,0.023255813953488372
4.0,2,72222222.22222222,22.0,6,22.0,10.0,1.0,0.0,0.0,0.0,4.0,54.0,1.0,1.0,0.0,15.0,15.0,1.0,0.0,1.0,0.0,5,90276736.79716071,0.018518518518518517
3.0,2,135000000.0,30.0,6,22.0,10.0,0.0,1.0,0.0,0.0,3.0,100.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,0.0,6,130949091.36171271,0.02
4.0,5,88732394.36619718,16.0,6,22.0,10.0,0.0,1.0,0.0,0.0,3.0,71.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,1.0,13,45170175.37193248,0.028169014084507043
5.0,3,83870967.74193548,12.0,8,22.0,10.0,0.0,1.0,0.0,0.0,2.0,62.0,2.0,1.0,50.0,15.0,10.0,1.0,0.0,1.0,1.0,21,79625558.00754656,0.03225806451612903
5.0,2,100000000.0,9.0,6,22.0,10.0,1.0,0.0,0.0,0.0,3.0,92.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,21,105751044.75779854,0.021739130434782608
4.0,4,57377049.18032787,20.0,6,22.0,10.0,0.0,0.0,1.0,1.0,4.0,61.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,1.0,3,66641655.6314843,0.01639344262295082
5.0,3,140000000.0,0.0,8,22.0,10.0,0.0,1.0,0.0,0.0,5.0,130.0,3.0,1.0,60.0,15.0,15.0,1.0,1.0,1.0,0.0,73,138137584.84661886,0.023076923076923078
19.0,20,87628865.97938144,3.0,8,10.0,7.0,0.0,1.0,0.0,0.0,3.0,97.0,2.0,1.0,0.0,15.0,10.0,1.0,1.0,1.0,1.0,17,103064918.83949274,0.020618556701030927
4.0,2,83333333.33333333,26.0,6,18.0,10.0,0.0,1.0,0.0,0.0,2.0,60.0,1.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,0.0,3,106024331.41528513,0.016666666666666666
4.0,1,48387096.77419355,0.0,6,22.0,3.0,1.0,0.0,0.0,0.0,3.0,93.0,2.0,1.0,50.0,15.0,10.0,1.0,0.0,1.0,0.0,7,66641655.6314843,0.021505376344086023
4.0,1,113793103.44827586,16.0,8,22.0,10.0,0.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,50.0,5.0,10.0,1.0,1.0,0.0,0.0,6,116881752.16590452,0.017241379310344827
4.0,1,37777777.777777776,4.0,6,,3.0,0.0,1.0,0.0,0.0,4.0,45.0,1.0,,50.0,5.0,10.0,0.0,0.0,1.0,0.0,3,66641655.6314843,0.022222222222222223
12.0,4,71551724.13793103,10.0,8,22.0,10.0,0.0,1.0,0.0,0.0,4.0,58.0,1.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,1.0,21,90369267.07558326,0.017241379310344827
4.0,4,65079365.07936508,27.0,6,10.0,10.0,1.0,0.0,0.0,0.0,2.0,63.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,1.0,3,90276736.79716071,0.015873015873015872
6.0,6,130000000.0,2.0,6,22.0,10.0,0.0,1.0,0.0,0.0,4.0,89.0,2.0,1.0,50.0,15.0,10.0,0.0,1.0,0.0,1.0,18,121218915.77181348,0.02247191011235955
5.0,2,100000000.0,23.0,6,22.0,10.0,1.0,0.0,0.0,0.0,3.0,71.0,2.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,0.0,20,105751044.75779854,0.028169014084507043
4.0,2,62000000.0,21.0,6,22.0,10.0,0.0,1.0,0.0,0.0,2.0,50.0,1.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,0.0,3,66641655.6314843,0.02
4.0,2,111764705.88235295,23.0,6,22.0,10.0,1.0,0.0,0.0,0.0,2.0,85.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,6,106024331.41528513,0.023529411764705882
2.0,1,32222222.222222224,10.0,8,10.0,3.0,1.0,0.0,0.0,0.0,1.0,90.0,2.0,1.0,50.0,5.0,10.0,1.0,0.0,0.0,0.0,3,66641655.6314843,0.022222222222222223
4.0,1,86666666.66666667,22.0,6,22.0,10.0,1.0,0.0,0.0,0.0,2.0,75.0,2.0,1.0,50.0,15.0,10.0,1.0,0.0,1.0,0.0,8,90252304.54654068,0.02666666666666667
5.0,3,116438356.16438356,6.0,6,22.0,10.0,0.0,1.0,0.0,0.0,2.0,73.0,2.0,1.0,50.0,15.0,10.0,1.0,1.0,1.0,0.0,16,90369267.07558326,0.0273972602739726
4.0,1,100000000.0,17.0,6,22.0,10.0,1.0,0.0,0.0,0.0,1.0,66.0,1.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,1.0,45,116881752.16590452,0.015151515151515152
6.0,1,43684210.526315786,0.0,6,22.0,3.0,0.0,1.0,0.0,0.0,6.0,95.0,2.0,1.0,50.0,10.0,10.0,1.0,0.0,1.0,1.0,21,45170175.37193248,0.021052631578947368
3.0,3,46666666.666666664,7.0,6,22.0,3.0,1.0,0.0,0.0,0.0,3.0,60.0,1.0,1.0,50.0,5.0,10.0,1.0,0.0,1.0,0.0,3,45170175.37193248,0.016666666666666666
4.0,2,76923076.92307693,23.0,6,22.0,10.0,0.0,1.0,0.0,0.0,4.0,78.0,2.0,1.0,50.0,15.0,20.0,1.0,0.0,0.0,1.0,6,108847442.52098835,0.02564102564102564
5.0,1,140000000.0,0.0,8,22.0,10.0,1.0,0.0,0.0,0.0,2.0,150.0,3.0,0.0,50.0,15.0,8.0,1.0,1.0,1.0,1.0,15,132285783.98395123,0.02
4.0,1,85000000.0,19.0,6,10.0,10.0,1.0,1.0,0.0,0.0,3.0,82.0,2.0,1.0,50.0,15.0,10.0,1.0,0.0,1.0,1.0,6,121218915.77181348,0.024390243902439025
4.0,2,70000000.0,16.0,6,22.0,10.0,1.0,0.0,0.0,0.0,4.0,60.0,2.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,0.0,3,79625558.00754656,0.03333333333333333
3.0,1,72340425.53191489,30.0,8,22.0,10.0,0.0,1.0,0.0,0.0,3.0,94.0,3.0,1.0,50.0,15.0,10.0,1.0,0.0,0.0,1.0,11,90276736.79716071,0.031914893617021274
